wiki_id,name,description,gender,country,occupation,birth_year,death_year,cause_of_death,age,death_century,death_decade,is_test
Q2274,Chet Baker,American jazz trumpeter and vocalist (1929-1988),Male,United States of America,artist,1929,1988.0,accident,59.0,1900,198.0,False
Q2291,Totò,"Italian comedian, actor, and musician",Male,Italy; Kingdom of Italy,artist,1898,1967.0,natural causes,69.0,1900,196.0,False
Q2492,Konrad Adenauer,"Chancellor of West Germany (1949–1963), CDU",Male,Germany,politician,1876,1967.0,,91.0,1900,196.0,False
Q2496,Ludwig Erhard,Chancellor of West Germany (1963–1966),Male,Germany,politician,1897,1977.0,natural causes,80.0,1900,197.0,False
Q2512,Kurt Georg Kiesinger,"Chancellor of West Germany (1966–1969), CDU",Male,Germany,politician,1904,1988.0,,84.0,1900,198.0,False
Q2514,Willy Brandt,"Chancellor of West Germany (1969–1974), SPD",Male,Norway; German Empire; West Germany,artist,1913,1992.0,natural causes,79.0,1900,199.0,False
Q2516,Helmut Schmidt,"Chancellor of West Germany (1974-1982), SPD",Male,Germany,artist,1918,2015.0,natural causes,97.0,2000,201.0,False
Q2518,Helmut Kohl,Chancellor of West Germany and reunified Germany (1930–2017),Male,Germany; Nazi Germany; Weimar Republic; West Germany,researcher,1930,2017.0,,87.0,2000,201.0,True
Q2551,Johannes Rau,President of Germany from 1 July 1999 until 30 July 2004,Male,Germany,politician,1931,2006.0,,75.0,2000,200.0,False
Q2563,Roman Herzog,former President of the Federal Republic of Germany (1934-2017),Male,Germany,politician,1934,2017.0,,83.0,2000,201.0,False
Q2566,Isaac Brock,"British army officer and administrator, Lieutenant Governor of Upper Canada",Male,United Kingdom of Great Britain and Ireland,military personnel,1769,1812.0,,43.0,1800,181.0,False
Q2567,Richard von Weizsäcker,"A German politician (CDU), who served as President of Germany from 1984 to 1994 (of West Germany 1984–1990 and of the reunited Germany 1990–1994)",Male,Germany,politician,1920,2015.0,,95.0,2000,201.0,False
Q2569,Karl Carstens,President of the Federal Republic of Germany (1914-1992),Male,Germany,politician,1914,1992.0,,78.0,1900,199.0,False
Q2571,Walter Scheel,President of West Germany (1974-1979),Male,Germany,politician,1919,2016.0,natural causes,97.0,2000,201.0,False
Q2573,Gustav Heinemann,"German politician, President of Germany 1969-1974",Male,Germany,politician,1899,1976.0,,77.0,1900,197.0,False
Q2582,Heinrich Lübke,German politician (1894-1972),Male,Germany,politician,1894,1972.0,,78.0,1900,197.0,True
Q2594,Theodor Heuss,German politician (1884-1963),Male,Germany,politician,1884,1963.0,,79.0,1900,196.0,False
Q2601,Manfred Gerlach,German jurist and politician (1928-2011),Male,Germany; German Democratic Republic,politician,1928,2011.0,,83.0,2000,201.0,False
Q2604,Pius XII,260th Pope of the Catholic Church,Male,Italy; Kingdom of Italy,politician,1876,1958.0,natural causes,82.0,1900,195.0,True
Q2607,Erich Honecker,German politician (1912-1994),Male,German Democratic Republic; Weimar Republic; German Empire; Saar,politician,1912,1994.0,natural causes,82.0,1900,199.0,True
Q2610,Willi Stoph,East German politician (1914-1999),Male,Germany; German Democratic Republic,politician,1914,1999.0,,85.0,1900,199.0,False
Q2628,Walter Ulbricht,German politician (1893-1973),Male,German Democratic Republic,politician,1893,1973.0,,80.0,1900,197.0,False
Q2643,George Harrison,British musician and lead guitarist of the Beatles (1943-2001),Male,United Kingdom,artist,1943,2001.0,natural causes,58.0,2000,200.0,False
Q2646,Friedrich Ebert,"German politician, president of Germany (1871-1925)",Male,Germany; Baden,politician,1871,1925.0,natural causes,54.0,1900,192.0,False
Q2655,John Franklin,English naval officer and Arctic explorer,Male,Kingdom of Great Britain; United Kingdom of Great Britain and Ireland,explorer,1786,1847.0,,61.0,1800,184.0,False
Q2667,Paul von Hindenburg,"Prussian-German field marshal, statesman, and president of Germany (1847-1934)",Male,Nazi Germany; Weimar Republic; German Empire,politician,1847,1934.0,natural causes,87.0,1900,193.0,False
Q2677,Wilhelm II,German Emperor and King of Prussia,Male,Kingdom of Prussia; German Empire,statesperson,1859,1941.0,natural causes,82.0,1900,194.0,True
Q2737,Louis de Funès,French actor and comedian,Male,France,artist,1914,1983.0,natural causes,69.0,1900,198.0,False
Q2750,Bourvil,"French actor, comedian and singer",Male,France,artist,1917,1970.0,natural causes,53.0,1900,197.0,True
Q2754,Jaroslav Hašek,"Czech humorist, satirist, writer and anarchist",Male,Austria-Hungary; Czechoslovakia,journalist,1883,1923.0,natural causes,40.0,1900,192.0,True
Q2757,Lech Kaczyński,"Polish politician, democratic oppositionist, ministry of justice, president of Poland (1949-2010)",Male,Poland,artist,1949,2010.0,accident,61.0,2000,201.0,False
Q2767,Daniel Morgan,"American pioneer, soldier, and politician (1736-1802)",Male,United States of America; Kingdom of Great Britain; United Kingdom of Great Britain and Ireland,politician,1736,1802.0,,66.0,1800,180.0,False
Q2831,Michael Jackson,American recording artist; singer and songwriter (1958-2009),Male,United States of America,athlete,1958,2009.0,natural causes,51.0,2000,200.0,False
Q2908,Antoine de Saint-Exupéry,French writer and aviator,Male,France,artist,1900,1944.0,,44.0,1900,194.0,False
Q2972,"Sir John Barrow, 1st Baronet",English statesman,Male,United Kingdom of Great Britain and Ireland,geographer; explorer,1764,1848.0,,84.0,1800,184.0,False
Q2998,Amy Johnson,pioneering English aviator,Female,United Kingdom; United Kingdom of Great Britain and Ireland,military personnel,1903,1941.0,accident,38.0,1900,194.0,False
Q3034,Willoughby Newton,"politician from Virginia, USA (1802-1874)",Male,United States of America,politician,1802,1874.0,,72.0,1800,187.0,False
Q3044,Charlemagne,"King of the Franks, King of Italy, and Holy Roman Emperor",Male,Carolingian Empire,monarch,748,814.0,,66.0,800,81.0,False
Q3048,Charles Maurras,French author and poet (1868-1952),Male,France,artist,1868,1952.0,,84.0,1900,195.0,True
Q3095,Livia Ana Tătaru,German linguist,,Romania,researcher,1927,2018.0,,91.0,2000,201.0,False
Q3099,Francis van Bossuit,Flemish sculptor,Male,Southern Netherlands,artist,1635,1692.0,,57.0,1600,169.0,True
Q3101,Patrick Ricard,French entrepreneur and CEO,Male,France,business executive,1945,2012.0,,67.0,2000,201.0,False
Q3102,Francis Coventry,English novelist,Male,Kingdom of Great Britain,artist,1725,1754.0,,29.0,1700,175.0,False
Q3112,Phil Hill,American race car driver,Male,United States of America,racing automobile driver; formula one driver,1927,2008.0,natural causes,81.0,2000,200.0,False
Q3128,Graham Hill,British racing driver,Male,United Kingdom,engineer,1929,1975.0,accident,46.0,1900,197.0,False
Q3137,Jim Clark,British racecar driver,Male,United Kingdom,farmer; formula one driver,1936,1968.0,,32.0,1900,196.0,False
Q3153,John Surtees,British motorcycle and automobile racer,Male,United Kingdom,athlete,1934,2017.0,,83.0,2000,201.0,False
Q3165,Conrad Wahn,German architect,Male,Germany,architect,1851,1927.0,,76.0,1900,192.0,False
Q3166,Denny Hulme,New Zealand racing driver,Male,New Zealand,racing automobile driver; formula one driver,1936,1992.0,natural causes,56.0,1900,199.0,False
Q3197,Friedrich Wilhelm Grund,"German composer, conductor and teacher",Male,Germany,artist,1791,1874.0,,83.0,1800,187.0,False
Q3205,William Terry,"American politician, lawyer, teacher, and soldier (1824-1888)",Male,United States of America,politician,1824,1888.0,,64.0,1800,188.0,False
Q3234,Jochen Rindt,Austrian racing driver,Male,Austria; Germany,racing automobile driver; formula one driver,1942,1970.0,accident,28.0,1900,197.0,False
Q3239,James K. Gibson,"American politician, merchant, sheriff, and banker (1812-1879)",Male,United States of America,politician,1812,1879.0,,67.0,1800,187.0,False
Q3247,Allen Sheppard,industrialist (1932-2015),Male,United Kingdom,author,1932,2015.0,,83.0,2000,201.0,False
Q3251,Elisha E. Meredith,U.S. Representative (1848-1900),Male,United States of America,politician,1848,1900.0,,52.0,1900,190.0,False
Q3253,Henry P. Alexander,U.S. Representative (1801-1867),Male,United States of America,politician,1801,1867.0,,66.0,1800,186.0,False
Q3260,Hubert Clifford,Australian-born British composer and conductor,Male,United Kingdom; United Kingdom of Great Britain and Ireland,artist,1904,1959.0,,55.0,1900,195.0,False
Q3275,David Cairns,Scottish Labour Party politician (1966-2011),Male,United Kingdom,politician,1966,2011.0,,45.0,2000,201.0,False
Q3288,John Gregg,American politician (1828-1864),Male,United States of America; Confederate States of America,politician,1828,1864.0,,36.0,1800,186.0,False
Q3300,Ernst Tiburzy,German Volkssturm-Bataillonsführer,Male,Germany,military personnel,1911,2004.0,,93.0,2000,200.0,False
Q3301,Charles Martel,Frankish military and political leader,Male,Francia,military personnel,688,741.0,,53.0,700,74.0,False
Q3321,Simon Lohet,Flemish composer and organist,Male,Belgium,artist,1550,1611.0,,61.0,1600,161.0,False
Q3324,Rufus R. Jones,American professional wrestler (1933-1993),Male,United States of America,artist,1933,1993.0,,60.0,1900,199.0,True
Q3335,George Orwell,English author and journalist,Male,United Kingdom; United Kingdom of Great Britain and Ireland,artist,1903,1950.0,natural causes,47.0,1900,195.0,False
Q3340,Ptolemy IX Lathyros,king of Egypt,Male,,sovereign,-142,-80.0,,62.0,-100,-8.0,True
Q3345,Ptolemy X Alexander I,King of Egypt,Male,,sovereign,-140,-88.0,,52.0,-100,-9.0,True
Q3350,Ptolemy VIII Physcon,an Egyptian king from the second century BC,Male,,sovereign,-182,-116.0,,66.0,-200,-12.0,False
Q3355,Amelia Earhart,American aviation pioneer and author,Female,United States of America,artist,1897,1937.0,,40.0,1900,193.0,False
Q3356,Antiochus IV Epiphanes,ruler of the Seleucid Empire,Male,Seleucid Empire,aristocrat,-215,-164.0,,51.0,-200,-17.0,False
Q3362,Seleucus IV Philopator,"Ruler in Greece, 2nd century BC",Male,Seleucid Empire,sovereign,-217,-175.0,,42.0,-200,-18.0,False
Q3365,Antiochus III the Great,Seleucid ruler,Male,Seleucid Empire,sovereign,-241,-187.0,,54.0,-200,-19.0,False
Q3371,Seleucus III Ceraunus,ruler of the Seleucid Kingdom,Male,Seleucid Empire,sovereign,-243,-223.0,,20.0,-300,-23.0,False
Q3373,Seleucus II Callinicus,ruler of the Seleucid Empire,Male,Seleucid Empire,sovereign,-265,-225.0,accident,40.0,-300,-23.0,False
Q3547,Franciszek Karpiński,Polish poet,Male,Russian Empire; Polish–Lithuanian Commonwealth,artist,1741,1825.0,,84.0,1800,182.0,False
Q3648,Aleksandr Kanaki,Soviet athlete,Male,Ukraine; Soviet Union; Russian Empire,hammer thrower,1912,1995.0,,83.0,1900,199.0,False
Q3794,Laurent Dauthuille,French boxer,Male,France,athlete,1924,1971.0,,47.0,1900,197.0,True
Q3816,George Sand,French novelist and memoirist; pseudonym of Lucile Aurore Dupin,Female,France,artist,1804,1876.0,,72.0,1800,187.0,True
Q3824,Etienne-Barthélémy Garnier,French painter (1759-1849),Male,France,artist,1759,1849.0,,90.0,1800,184.0,False
Q3867,Piet Roozenburg,Dutch draughts player,Male,Kingdom of the Netherlands,athlete,1924,2003.0,,79.0,2000,200.0,False
Q3925,Grace Kelly,American actress and Princess consort of Monaco,Female,United States of America; Monaco,artist,1929,1982.0,accident,53.0,1900,198.0,False
Q3993,Jacqueline Cochran,American aviator and businesswoman (1906-1980),Female,United States of America,politician,1906,1980.0,,74.0,1900,198.0,False
Q4012,Paul von Rennenkampf,Russian general,Male,Russian Empire,military personnel,1854,1918.0,unnatural death,64.0,1900,191.0,True
Q4014,George Zorab,Dutch parapsychologist,Male,,researcher,1898,1990.0,,92.0,1900,199.0,False
Q4030,Duke Ellington,"American jazz musician, composer and band leader",Male,United States of America,artist,1899,1974.0,natural causes,75.0,1900,197.0,False
Q4061,Woody Guthrie,American singer-songwriter and folk musician,Male,United States of America,artist,1912,1967.0,,55.0,1900,196.0,False
Q4128,Louis Aragon,"French poet, novelist and editor (1897-1982)",Male,France,researcher,1897,1982.0,,85.0,1900,198.0,True
Q4137,Elsa Triolet,French writer,Female,France; Russian Empire,artist,1896,1970.0,natural causes,74.0,1900,197.0,True
Q4145,Patrice O'Neal,"American stand-up comedian, radio personality, and actor (1969-2011)",Male,United States of America,artist,1969,2011.0,natural causes,42.0,2000,201.0,False
Q4214,Adam de la Halle,"French poet, composer and trouvère",Male,France,artist,1240,1288.0,,48.0,1200,128.0,False
Q4227,James Coburn,American actor,Male,United States of America,artist,1928,2002.0,natural causes,74.0,2000,200.0,False
Q4247,Rodolphe Töpffer,"Swiss teacher, author, painter, cartoonist, and caricature artist (1799-1846)",Male,Switzerland; Republic of Geneva,artist,1799,1846.0,,47.0,1800,184.0,False
Q4267,Adémar de Chabannes,"French monk, historian, musical composer and successful literary forger",Male,France,researcher,989,1034.0,,45.0,1000,103.0,False
Q4289,Guibert of Nogent,"Benedictine historian, theologian and author of autobiographies (c. 1055–1124)",Male,France,researcher,1055,1124.0,,69.0,1100,112.0,False
Q4291,Ante Bilobrk,national hero of Yugoslavia,Male,,,1919,1943.0,,24.0,1900,194.0,False
Q4295,Peter Abelard,"French scholastic philosopher, theologian and preeminent logician (c.1079-1142)",Male,France; Kingdom of France,researcher,1079,1142.0,,63.0,1100,114.0,False
Q4302,Chrétien de Troyes,12th century French poet and trouvère,Male,France,artist,1135,1181.0,,46.0,1100,118.0,False
Q4313,Alain de Lille,French theologian and poet,Male,Kingdom of France,artist,1117,1202.0,,85.0,1200,120.0,True
Q4323,Albert of Aix,historian of the First Crusade,Male,France,researcher,1060,1120.0,,60.0,1100,112.0,False
Q4328,Alberich of Reims,Archbishop of Bourges,Male,France,religious figure,1085,1141.0,,56.0,1100,114.0,False
Q4340,Andreas Capellanus,12th-century author,Male,France,artist,1150,1220.0,,70.0,1200,122.0,False
Q4344,Arnaut Daniel,Occitan troubadour,Male,France,artist,1150,1210.0,,60.0,1200,121.0,True
Q4381,Carlos Pellicer,modernist Mexican poet,Male,Mexico,researcher,1899,1977.0,,78.0,1900,197.0,False
Q4441,Emily Dickinson,American poet,Female,United States of America,artist,1830,1886.0,natural causes,56.0,1800,188.0,False
Q4443,Pius VIII,Pope (1829-30),Male,,religious figure,1761,1830.0,natural causes,69.0,1800,183.0,False
Q4448,Benedict XV,258th Pope of the Catholic Church,Male,Kingdom of Italy,religious figure,1854,1922.0,natural causes,68.0,1900,192.0,False
Q4452,Thomas of Metsoph,Armenian cleric and chronicler,Male,,researcher,1378,1446.0,,68.0,1400,144.0,True
Q4487,Federico Gamboa,Mexican author and diplomat (1864-1939),Male,Mexico,artist,1864,1939.0,,75.0,1900,193.0,True
Q4498,Beatritz de Dia,female troubadour,Female,France,artist,1140,1225.0,,85.0,1200,122.0,False
Q4510,Bertran de Born,Occitan troubadours,Male,France,artist,1140,1215.0,,75.0,1200,121.0,False
Q4517,Bernard Katz,German-born British biophysicist,Male,United Kingdom; Germany; United Kingdom of Great Britain and Ireland,researcher,1911,2003.0,,92.0,2000,200.0,False
Q4538,Jonathan Winters,"American comedian, actor, and artist (1925-2013)",Male,United States of America,artist,1925,2013.0,,88.0,2000,201.0,False
Q4573,Sean Connery,Scottish actor (1930–2020),Male,United Kingdom,artist,1930,2020.0,,90.0,2000,202.0,False
Q4583,Anne Frank,German-born diarist and Holocaust victim (1929-1945),Female,Germany,artist,1929,1945.0,natural causes,16.0,1900,194.0,True
Q4593,Rajiv Gandhi,sixth Prime Minister of India (1944-1991),Male,India; British Raj,politician,1944,1991.0,homicide,47.0,1900,199.0,False
Q4604,Confucius,"Chinese teacher, editor, politician and philosopher",Male,Lu,artist,-552,-479.0,natural causes,73.0,-500,-48.0,False
Q4605,Sarah Bernhardt,French actress,Female,France,artist,1844,1923.0,natural causes,79.0,1900,192.0,False
Q4612,Marlene Dietrich,German-American actress and singer (1901-1992),Female,United States of America; Nazi Germany; Weimar Republic; German Empire,artist,1901,1992.0,natural causes,91.0,1900,199.0,False
Q4616,Marilyn Monroe,"American actress, model, and singer (1926-1962)",Female,United States of America,artist,1926,1962.0,suicide,36.0,1900,196.0,True
Q4622,Francesco Filelfo,Italian Renaissance humanist,Male,March of Ancona,artist,1398,1481.0,natural causes,83.0,1400,148.0,False
Q4631,Mohamed Morsi,5th President of Egypt (1951-2019),Male,Egypt,politician,1951,2019.0,natural causes,68.0,2000,201.0,True
Q4652,Mary Stewart,Scottish princess,Female,Kingdom of Scotland,aristocrat,1453,1488.0,,35.0,1400,148.0,False
